,brand,nod,location,model,varient,fuel,year,transmission,km,price
672,Maruti Suzuki,2nd,"Rupa Patti Mohalla, Moga, Punjab",Wagon R,2006-2010 LXI Minor,Petrol,2006,Manual,"98,000 km","₹ 1,20,000"
673,Hyundai,1st,"Kalpathi, Palakkad, Kerala",EON,Era +,Petrol,2014,Manual,"60,000 km","₹ 2,35,000"
674,Tata,1st,"MGR Nagar, Srimushnam, Tamil Nadu",Sumo Grande,Grande EX,Diesel,2009,Manual,"160,000 km","₹ 1,10,000"
675,Mahindra,1st,"Mirzapur, Delhi, Delhi",TUV 300,T6,Diesel,2015,Manual,"88,327 km","₹ 5,50,000"
676,Maruti Suzuki,1st,"India Gate, Delhi, Delhi",Swift Dzire,Vdi BSIV,Diesel,2015,Manual,"60,000 km","₹ 4,45,000"
677,Maruti Suzuki,2nd,"Surewala Chowk, Barwala, Haryana",Swift,2011-2014 Star VDI,Diesel,2014,Manual,"61,000 km","₹ 3,80,000"
678,Maruti Suzuki,2nd,"Thodupuzha, Idukki Township, Kerala",800,Std,Petrol,2001,Manual,"85,000 km","₹ 75,000"
679,Maruti Suzuki,1st,"Industrial Area, Ludhiana, Punjab",Gypsy,Others,Petrol,1998,Manual,"50,000 km","₹ 4,40,000"
680,Toyota,1st,"Ernakulam, Kochi, Kerala",Fortuner,3.0 4x2 Automatic,Diesel,2018,Automatic,"70,000 km","₹ 32,00,000"
681,Hyundai,1st,"Vashi, Navi Mumbai, Maharashtra",Elite i20,Magna 1.2,Petrol,2016,Manual,"29,025 km","₹ 4,95,600"
685,Maruti Suzuki,1st,"Hamadani Colony Sector 12, Srinagar, Jammu & Kashmir",Eeco,5 Seater Standard,Petrol,2020,Manual,"15,000 km","₹ 4,80,000"
686,Maruti Suzuki,1st,"Boisar East, Boisar, Maharashtra",Alto 800,LXI,Petrol,2015,Manual,"16,000 km","₹ 2,75,000"
688,Hyundai,3rd,"Kalianpur, Kanpur, Uttar Pradesh",Santro Xing,XL,Petrol,2007,Manual,"68,288 km","₹ 1,10,000"
689,Hyundai,1st,"Barasat- Barrackpore Road, Kolkata, West Bengal",EON,Magna +,Petrol,2016,Manual,"58,000 km","₹ 2,40,000"
690,Maruti Suzuki,4th,"Dadu Majra, Chandigarh, Chandigarh",800,AC BSII,Diesel,2006,Automatic,75 km,"₹ 15,000"
691,Mahindra,1st,"Bikaneri, Bikaner, Rajasthan",Bolero Pik-Up,Others,Diesel,2013,Manual,15 km,"₹ 5,51,000"
692,Mahindra,2nd,"Balotra Industrial Area, Balotra, Rajasthan",Xylo,2009-2011 E4 BS IV,Diesel,2009,Automatic,"144,713 km","₹ 3,70,000"
693,Maruti Suzuki,3rd,"Ullagaram, Chennai, Tamil Nadu",800,EX 5 Speed,Petrol,2002,Manual,"70,000 km","₹ 49,000"
694,Maruti Suzuki,2nd,"Bhamatipura, Dhaulpur, Rajasthan",Swift Dzire,VDI,Diesel,2010,Manual,"110,000 km","₹ 2,50,000"
695,Honda,2nd,"Old Pallavaram Pallav Garden, Chennai, Tamil Nadu",City,i-VTEC SV,Petrol,2014,Manual,"88,000 km","₹ 5,25,000"
696,Tata,1st,"Kamla Nagar, Bhopal, Madhya Pradesh",Manza,Aqua Quadrajet BS IV,Diesel,2010,Manual,"55,000 km","₹ 3,00,000"
697,Maruti Suzuki,3rd,"Housing Board, Pali, Rajasthan",Swift,2004-2010 VDI BSIV,Diesel,2010,Manual,"120,000 km","₹ 1,80,000"
699,Maruti Suzuki,2nd,"Sarsawa, Deoband, Uttar Pradesh",Swift,AMT VDI,Diesel,2021,Automatic,"98,000 km","₹ 3,90,000"
700,Mahindra,1st,"Everest Vihar, Jaipur, Rajasthan",XUV500,W11 Option,Diesel,2018,Manual,"56,500 km","₹ 15,50,000"
702,Honda,1st,"Chembur, Mumbai, Maharashtra",City,i-VTEC CVT VX,Petrol,2017,Automatic,"59,626 km","₹ 8,25,000"
703,Chevrolet,2nd,"T Dasarahalli, Bengaluru, Karnataka",Aveo U-VA,1.2 LT,Petrol,2007,Manual,"99,000 km","₹ 1,35,000"
705,Hyundai,2nd,"Pilar Nagar, Howrah, West Bengal",Getz,GLS,Petrol,2004,Manual,"20,000 km","₹ 50,000"
706,Honda,2nd,"Antop Hill, Mumbai, Maharashtra",City,2008-2011 1.5 S MT,Petrol,2009,Manual,"95,000 km","₹ 2,75,000"
707,Maruti Suzuki,2nd,"Mallchindamani, Tiruchirappalli, Tamil Nadu",Zen Estilo,Zen Estilo LXI,Petrol,2009,Manual,"56,000 km","₹ 1,85,000"
708,Maruti Suzuki,2nd,"T Dasarahalli, Bengaluru, Karnataka",Swift Dzire,VDI,Diesel,2010,Manual,"99,000 km","₹ 3,25,000"
709,Maruti Suzuki,1st,"Chhavani, Kota, Rajasthan",Swift,LXI Optional-O,Petrol,2016,Manual,"50,000 km","₹ 4,50,000"
710,Maruti Suzuki,2nd,"Ramakrishna Rao Peta, Kakinada, Andhra Pradesh",Wagon R,LXI,Petrol,2007,Manual,"66,530 km","₹ 1,62,000"
712,Maruti Suzuki,1st,"Talwandi Bhangerian, Moga, Punjab",Swift,AMT ZXI,Petrol,2019,Automatic,"30,000 km","₹ 7,40,000"
713,Maruti Suzuki,2nd,"T Dasarahalli, Bengaluru, Karnataka",Ritz,Vdi BS-IV,Diesel,2011,Manual,"70,000 km","₹ 3,15,000"
714,Hyundai,1st,"Nanaksar, Tarantaran, Punjab",EON,D Lite Plus,Petrol,2012,Manual,"40,000 km","₹ 1,80,000"
715,Toyota,1st,"Ameerpet, Hyderabad, Telangana",Innova Crysta,2.4 ZX MT,Diesel,2019,Manual,"88,000 km","₹ 21,00,000"
717,Maruti Suzuki,2nd,"Kattraj, Pune, Maharashtra",Alto K10,K10 VXi (O),Petrol,2010,Manual,"56,000 km","₹ 1,90,000"
718,Toyota,1st,"Ashok Vihar, Delhi, Delhi",Innova Crysta,Others,Diesel,2020,Automatic,"16,000 km","₹ 21,00,000"
720,Toyota,1st,"Sanatorium, Chennai, Tamil Nadu",Etios,1.4 GD,Diesel,2018,Manual,"86,000 km","₹ 6,90,000"
721,Audi,2nd,"Koramangala Industrial Layout, Bengaluru, Karnataka",Q3,30 TDI S,Diesel,2018,Automatic,"24,709 km","₹ 28,75,000"
723,Toyota,1st,"Ashok Vihar, Delhi, Delhi",Camry,2.5 Hybrid,Petrol,2017,Automatic,"31,000 km","₹ 25,75,000"
724,Maruti Suzuki,1st,"Amin Colony, Vadodara, Gujarat",Swift Dzire,VXI,Petrol,2015,Manual,"75,400 km","₹ 4,65,000"
726,Hyundai,1st,"Chandni Chowk Area, Kolkata, West Bengal",i20,1.2 Asta,Petrol,2010,Manual,"45,000 km","₹ 2,35,000"
727,Mahindra,3rd,"Bommidi, B Mallapuram, Tamil Nadu",Others,Others,Diesel,2010,Manual,"280,000 km","₹ 6,00,000"
729,Kia,1st,"Antop Hill, Mumbai, Maharashtra",Seltos,GTX Plus AT D,Petrol,2020,Automatic,"6,800 km","₹ 19,99,000"
730,Maruti Suzuki,2nd,"Eloor, Kochi, Kerala",Zen,LX,LPG,2000,Manual,"57,000 km","₹ 90,000"
731,Hyundai,1st,"Prem Colony, Jaipur, Rajasthan",Creta,1.6 CRDi AT SX Plus,Diesel,2017,Automatic,"74,000 km","₹ 12,11,000"
732,Maruti Suzuki,1st,"Hosakerehalli, Bengaluru, Karnataka",Swift Dzire,Ldi BSIV,Diesel,2018,Manual,"72,000 km","₹ 4,25,000"
733,Maruti Suzuki,1st,"Ottapalam, Ottappalam, Kerala",Swift,VDI,Diesel,2012,Manual,"127,000 km","₹ 4,00,000"
734,Maruti Suzuki,1st,"Main Market Patla, Patala, Uttar Pradesh",Baleno,1.3 Sigma,CNG & Hybrids,2020,Manual,"9,000 km","₹ 5,90,000"
735,Tata,1st,"Kodimatha, Kottayam, Kerala",Grande Dicor,Others,Diesel,2010,Manual,"100,000 km","₹ 2,00,000"
736,Maruti Suzuki,2nd,"Sector 41C, Chandigarh, Chandigarh",Swift,2011-2014 LDI,Diesel,2011,Manual,"93,000 km","₹ 3,20,000"
738,Hyundai,2nd,"Nafees Bagh, Akola, Maharashtra",Xcent,2016-2017 1.1 CRDi SX Option,Diesel,2017,Manual,25 km,"₹ 5,50,000"
740,Hyundai,1st,"Kaka Sari, Srinagar, Jammu & Kashmir",Verna,Fluidic 1.6 VTVT SX Opt,Petrol,2018,Manual,"34,572 km","₹ 10,25,000"
741,Audi,1st,"Mehdipatnam, Hyderabad, Telangana",A3,35 TFSI Premium Plus,Diesel,2015,Automatic,"85,000 km","₹ 14,99,000"
743,Tata,1st,"Obaree, Barabanki, Uttar Pradesh",Indica E V2,Others,CNG & Hybrids,2007,Manual,"28,500 km","₹ 72,000"
744,Maruti Suzuki,1st,"Melapalayam, Tirunelveli, Tamil Nadu",Swift Dzire,AMT ZXI Plus,Petrol,2018,Automatic,"9,900 km","₹ 8,40,000"
745,Mahindra,1st,"Dwarka, Nashik, Maharashtra",XUV500,W9,Diesel,2018,Manual,"110,000 km","₹ 12,51,000"
746,Maruti Suzuki,3rd,"Pazhakutty, Nedumangad, Kerala",Swift,2011-2014 VDI,Diesel,2014,Manual,"100,000 km","₹ 4,10,000"
747,Maruti Suzuki,2nd,"Karwan, Hyderabad, Telangana",Swift,VDI,Diesel,2012,Manual,"70,622 km","₹ 4,10,000"
748,Tata,2nd,"Adat, Kerala, India",Others,Others,Diesel,2015,Manual,"100,000 km","₹ 1,62,000"
749,Toyota,1st,"Dubaipadi Ponniakurussi, Perinthalmanna, Kerala",Innova Crysta,2.4 G MT,Diesel,2017,Manual,"136,000 km","₹ 13,65,000"
750,Maruti Suzuki,2nd,"Omage 1, Greater Noida, Uttar Pradesh",Wagon R,VXI Plus,CNG & Hybrids,2017,Automatic,60 km,"₹ 3,80,000"
751,Chevrolet,2nd,"Thiruvallam, Thiruvananthapuram, Kerala",Beat,2010-2013 Diesel LS,Diesel,2012,Manual,"67,000 km","₹ 1,28,000"
752,Chevrolet,3rd,"Sakalbena, Aversa, Karnataka",Tavera,B1 7-Seater - BS III,Petrol,2009,Manual,"150,000 km","₹ 1,90,000"
753,Mahindra,1st,"Hatthuba, Habra, West Bengal",Marazzo,M6,Diesel,2019,Manual,"38,000 km","₹ 9,85,000"
754,Toyota,1st,"Ashok Vihar, Delhi, Delhi",Camry,2.5 Hybrid,Petrol,2017,Automatic,"31,000 km","₹ 25,75,000"
755,Maruti Suzuki,1st,"Amin Colony, Vadodara, Gujarat",Swift Dzire,VXI,Petrol,2015,Manual,"75,400 km","₹ 4,65,000"
756,Maruti Suzuki,1st,"Muthukalakodam, Thodupuzha, Kerala",Swift,2011-2014 RS VDI,Diesel,2011,Manual,"106,700 km","₹ 3,45,000"
757,Hyundai,1st,"Chandni Chowk Area, Kolkata, West Bengal",i20,1.2 Asta,Petrol,2010,Manual,"45,000 km","₹ 2,35,000"
758,Mahindra,3rd,"Bommidi, B Mallapuram, Tamil Nadu",Others,Others,Diesel,2010,Manual,"280,000 km","₹ 6,00,000"
761,Volkswagen,1st,"Ambattukavu, Kochi, Kerala",Polo,1.0 MPI Comfortline,Petrol,2016,Manual,"47,000 km","₹ 4,75,000"
762,BMW,1st,"Vile Parle East, Mumbai, Maharashtra",X1,sDrive20d Expedition,Diesel,2019,Automatic,"13,000 km","₹ 28,75,000"
763,BMW,1st,"Ashok Vihar, Delhi, Delhi",X1,M Sport sDrive 20d,Diesel,2020,Automatic,"8,000 km","₹ 36,50,000"
764,Maruti Suzuki,3rd,"Hatture Basti, Solapur, Maharashtra",800,Duo AC LPG,CNG & Hybrids,2006,Manual,"50,000 km","₹ 50,000"
765,Maruti Suzuki,1st,"Dhangar Deepa, Raigarh, Chhattisgarh",Swift Dzire,VDI,Diesel,2013,Manual,22 km,"₹ 3,20,000"
767,Maruti Suzuki,3rd,"Shastri Nagar, Ajmer, Rajasthan",Swift Dzire,Ldi BSIV,Diesel,2014,Manual,"104,000 km","₹ 3,80,000"
772,Tata,1st,"Bikarnakatte Kaikamba, Mangaluru, Karnataka",Nano GenX,XT,Petrol,2015,Manual,"35,000 km","₹ 1,75,000"
773,Maruti Suzuki,2nd,"Bhatauli Malik, Ghosi, Uttar Pradesh",Swift Dzire Tour,Others,Diesel,2015,Automatic,"95,580 km","₹ 4,65,000"
774,Honda,1st,"Tarun Nagar, Guwahati, Assam",Jazz,1.2 SV i VTEC,Petrol,2020,Manual,"19,800 km","₹ 5,80,000"
775,Toyota,4th,"Vashi, Navi Mumbai, Maharashtra",Innova,2.5 G (Diesel) 7-Seater,Diesel,2009,Manual,"135,000 km","₹ 4,15,000"
776,Maruti Suzuki,3rd,"Gokuldham, Mumbai, Maharashtra",Swift Dzire,VXI,Petrol,2008,Manual,"100,000 km","₹ 1,90,000"
777,Maruti Suzuki,1st,"Shakti Nagar, Jammu, Jammu & Kashmir",Others,Others,Petrol,2014,Manual,"40,000 km","₹ 3,00,000"
778,Maruti Suzuki,2nd,"Prayar, Oachira, Kerala",Swift,2004-2010 VDI BSIV,Diesel,2009,Manual,"120,000 km","₹ 2,50,000"
779,Maruti Suzuki,4th,"Edakochi, Kochi, Kerala",Wagon R,VXI,Petrol,2004,Manual,"87,243 km","₹ 1,35,000"
780,Maruti Suzuki,1st,"Palarivattom, Kochi, Kerala",Others,Others,Petrol,2016,Automatic,"25,000 km","₹ 7,50,000"
781,Toyota,1st,"Ramapuram, Chennai, Tamil Nadu",Innova,2.5 V 7 STR,Diesel,2010,Manual,"240,000 km","₹ 7,25,000"
783,Toyota,1st,"S D Road, Hyderabad, Telangana",Fortuner,2.8 4WD MT,Diesel,2018,Manual,"82,726 km","₹ 29,85,000"
784,Maruti Suzuki,1st,"S D Road, Hyderabad, Telangana",S-Cross,Alpha 1.6,Diesel,2019,Manual,"15,155 km","₹ 12,45,000"
785,Maruti Suzuki,1st,"Jalandhar Cantt, Jalandhar, Punjab",Swift Dzire,VDI,Diesel,2015,Manual,"87,000 km","₹ 5,50,000"
786,Fiat,1st,"Uppal, Hyderabad, Telangana",Punto,1.3 Emotion,Diesel,2011,Manual,"99,840 km","₹ 2,95,000"
787,Renault,1st,"New Sanganer Road, Jaipur, Rajasthan",Duster,110PS Diesel RxL,Diesel,2014,Manual,"113,000 km","₹ 5,00,000"
788,Renault,2nd,"New Sanganer Road, Jaipur, Rajasthan",KWID,1.0 RXT Optional,Petrol,2018,Automatic,"46,000 km","₹ 3,70,000"
789,Maruti Suzuki,1st,"Navrangpura, Ahmedabad, Gujarat",S-Cross,Zeta 1.6,Diesel,2017,Manual,"30,000 km","₹ 7,50,000"
790,Hyundai,1st,"Kodambakkam Subramania Nagar, Chennai, Tamil Nadu",i10,Magna,Petrol,2009,Manual,"60,000 km","₹ 2,50,000"
791,Renault,1st,"Adyar, Chennai, Tamil Nadu",KWID,Climber 1.0 AMT,Petrol,2019,Automatic,"10,700 km","₹ 4,80,000"
792,Tata,1st,"Vashi, Navi Mumbai, Maharashtra",Harrier,XT,Diesel,2021,Manual,1 km,"₹ 80,000"
793,Maruti Suzuki,1st,"Kodambakkam, Chennai, Tamil Nadu",Zen Estilo,LXI BS IV,Petrol,2011,Manual,"80,000 km","₹ 2,24,999"
794,Hyundai,1st,"DUMDUM, Kolkata, West Bengal",i10,Sportz Option,Petrol,2011,Manual,"35,572 km","₹ 2,45,000"
795,Hyundai,1st,"Versova, Mumbai, Maharashtra",Verna,2015-2016 1.6 VTVT AT S Option,Diesel,2015,Automatic,"60,000 km","₹ 7,50,000"
796,Honda,3rd,"H Colony, Bengaluru, Karnataka",Accord,Accord 2.4 Automatic,Petrol,2008,Automatic,"63,600 km","₹ 3,75,000"
798,Maruti Suzuki,4th,"Kundur, Bankapura, Karnataka",Others,Others,Petrol,1997,Manual,"60,000 km","₹ 55,000"
799,Mahindra,4th,"Chellapan Nagar, Pudukkottai, Tamil Nadu",Bolero,Others,Diesel,2015,Manual,"73,000 km","₹ 5,25,000"
800,Hyundai,2nd,"Banashankari, Bengaluru, Karnataka",Grand i10,2013-2016 AT Asta,Petrol,2014,Automatic,"28,000 km","₹ 5,40,000"
801,BMW,2nd,"Jawahar Nagar, Kozhikode, Kerala",3 Series,2005-2011 320d Highline,Diesel,2011,Automatic,"116,000 km","₹ 10,55,000"
802,Mahindra,1st,"Vidya Nagar, Kolhapur, Maharashtra",Others,Others,Diesel,2015,Manual,"1,500 km","₹ 5,50,000"
803,Hyundai,1st,"Kodambakkam Subramania Nagar, Chennai, Tamil Nadu",i10,Magna,Petrol,2009,Manual,"60,000 km","₹ 2,50,000"
804,Renault,1st,"Adyar, Chennai, Tamil Nadu",KWID,Climber 1.0 AMT,Petrol,2019,Automatic,"10,700 km","₹ 4,80,000"
805,Tata,1st,"Vashi, Navi Mumbai, Maharashtra",Harrier,XT,Diesel,2021,Manual,1 km,"₹ 80,000"
806,Maruti Suzuki,1st,"Kodambakkam, Chennai, Tamil Nadu",Zen Estilo,LXI BS IV,Petrol,2011,Manual,"80,000 km","₹ 2,24,999"
807,Hyundai,1st,"DUMDUM, Kolkata, West Bengal",i10,Sportz Option,Petrol,2011,Manual,"35,572 km","₹ 2,45,000"
808,Hyundai,1st,"Versova, Mumbai, Maharashtra",Verna,2015-2016 1.6 VTVT AT S Option,Diesel,2015,Automatic,"60,000 km","₹ 7,50,000"
809,Honda,3rd,"H Colony, Bengaluru, Karnataka",Accord,Accord 2.4 Automatic,Petrol,2008,Automatic,"63,600 km","₹ 3,75,000"
811,Maruti Suzuki,4th,"Kundur, Bankapura, Karnataka",Others,Others,Petrol,1997,Manual,"60,000 km","₹ 55,000"
813,Tata,2nd,"Chellapan Nagar, Pudukkottai, Tamil Nadu",Others,Others,Diesel,2012,Manual,"108,000 km","₹ 2,70,000"
815,Toyota,1st,"Udhana Gam, Surat, Gujarat",Innova,2.5 V 7 STR,Diesel,2009,Manual,"111,000 km","₹ 4,75,000"
816,Hyundai,1st,"Karol Bagh, Delhi, Delhi",Fluidic Verna,1.6 CRDi SX Automatic,Diesel,2013,Automatic,"70,000 km","₹ 4,50,000"
817,Fiat,2nd,"Meenambakkam, Chennai, Tamil Nadu",Punto,1.3 Emotion,Diesel,2010,Manual,"81,573 km","₹ 2,20,000"
821,Honda,1st,"Andavar Nagar, Namakkal, Tamil Nadu",Jazz,1.2 VX i VTEC,Petrol,2016,Manual,"42,000 km","₹ 5,75,000"
823,Hyundai,1st,"Sector 7C, Chandigarh, Chandigarh",i10,Magna,Petrol,2012,Manual,"64,000 km","₹ 2,65,000"
826,Maruti Suzuki,2nd,"Seethammadhara, Visakhapatnam, Andhra Pradesh",Wagon R 1.0,1.0 VXi,Petrol,2016,Manual,"62,000 km","₹ 4,20,000"
827,Maruti Suzuki,1st,"Pykara, Madurai, Tamil Nadu",Eeco,5 STR WITH A/C+HTR,Petrol,2020,Manual,"9,000 km","₹ 4,70,000"
828,Hyundai,1st,"Adalaj, Ahmedabad, Gujarat",Santro Xing,XG AT,Petrol,2003,Automatic,"80,000 km","₹ 1,45,000"
829,Mahindra,1st,"Tambaram, Chennai, Tamil Nadu",Xylo,H4 BS IV,Diesel,2019,Manual,"75,464 km","₹ 8,90,000"
830,Toyota,2nd,"Manikonda, Hyderabad, Telangana",Innova,2.5 G (Diesel) 8 Seater,Diesel,2010,Manual,"138,000 km","₹ 5,85,000"
831,BMW,1st,"Rajkot Housing Society, Rajkot, Gujarat",3 Series,330i GT M Sport,Petrol,2017,Automatic,"35,000 km","₹ 36,50,000"
832,Mercedes-Benz,1st,"Rajkot Housing Society, Rajkot, Gujarat",GLA Class,2014-2017 220 D 4MATIC Activity Edition,Diesel,2017,Automatic,"14,000 km","₹ 27,50,000"
833,Hyundai,1st,"Piplod, Surat, Gujarat",Fluidic Verna,1.6 CRDi SX Automatic,Diesel,2018,Automatic,"53,000 km","₹ 9,80,000"
834,Mahindra,1st,"Madipakkam Ram Nagar South Extension, Chennai, Tamil Nadu",Xylo,H4 BS IV,Diesel,2019,Manual,"47,256 km","₹ 8,75,000"
835,Mahindra,1st,"Madipakkam Ram Nagar South Extension, Chennai, Tamil Nadu",Xylo,H4 BS IV,Diesel,2019,Manual,"45,216 km","₹ 8,94,000"
836,Honda,2nd,"Industrial Area, Chandigarh, Chandigarh",City,i-VTEC S,Petrol,2009,Manual,"98,000 km","₹ 3,35,000"
838,Mahindra,1st,"Kakkanad, Kochi, Kerala",XUV500,W10 1.99 mHawk,Diesel,2015,Manual,"150,000 km","₹ 8,75,000"
839,Hyundai,2nd,"Tambaram East Mahalakshmi Nagar, Chennai, Tamil Nadu",Grand i10,Sportz 1.2 Kappa VTVT,Petrol,2017,Manual,"39,932 km","₹ 4,40,000"
840,Volkswagen,1st,"Pune Vidyapith, Pune, Maharashtra",Vento,1.6 Comfortline,Diesel,2012,Manual,"128,000 km","₹ 3,45,000"
841,Maruti Suzuki,1st,"Vikas Nagar, Panipat, Haryana",Wagon R,VXI,Petrol,2020,Manual,21 km,"₹ 5,50,000"
843,Toyota,1st,"Kukatpally, Hyderabad, Telangana",Fortuner,3.0 4x2 Automatic,Diesel,2017,Automatic,"100,631 km","₹ 29,50,000"
844,Maruti Suzuki,1st,"Kukatpally, Hyderabad, Telangana",Swift,VDI,Diesel,2011,Manual,"82,254 km","₹ 3,60,000"
845,Honda,2nd,"Palavakkam, Chennai, Tamil Nadu",Accord,Accord 2.4 VTi-L Automatic,Petrol,2009,Automatic,"90,000 km","₹ 6,00,000"
846,Mahindra,1st,"Lajpat Nagar 1, Delhi, Delhi",Scorpio,S7 140,Diesel,2018,Manual,"55,000 km","₹ 12,75,000"
847,Mahindra,1st,"Sholinganallur, Chennai, Tamil Nadu",KUV 100,2016-2017 mFALCON G80 K4 5str,Petrol,2017,Manual,"18,000 km","₹ 4,20,000"
849,Nissan,1st,"Sholinganallur, Chennai, Tamil Nadu",Micra Active,XV,Petrol,2018,Manual,"17,000 km","₹ 4,55,000"
850,Toyota,2nd,"Paradise Colony, Bengaluru, Karnataka",Fortuner,3.0 4x4 Automatic,Diesel,2015,Automatic,"119,000 km","₹ 21,99,999"
851,Hyundai,2nd,"Nirman Vihar, Delhi, Delhi",Grand i10,1.2 Kappa Magna,Petrol,2013,Manual,"56,000 km","₹ 3,35,000"
852,Mercedes-Benz,2nd,"Varacha, Surat, Gujarat",E-Class,E 220 CDI Avantgarde,Diesel,2013,Automatic,"67,400 km","₹ 14,50,000"
853,Honda,1st,"T Nagar, Chennai, Tamil Nadu",City ZX,CVT,Petrol,2017,Automatic,"23,000 km","₹ 10,75,000"
854,Maruti Suzuki,1st,"T Nagar, Chennai, Tamil Nadu",Ritz,Vdi BS-IV,Diesel,2010,Manual,"70,000 km","₹ 3,25,000"
855,Renault,1st,"T Nagar, Chennai, Tamil Nadu",KWID,RXT AMT Climber (Automatic),Petrol,2017,Automatic,"20,000 km","₹ 4,00,000"
856,Honda,2nd,"Lajpat Nagar 1, Delhi, Delhi",City,2014-2015 i VTEC CVT SV,Petrol,2015.0,Automatic,"50,000 km","₹ 6,40,000"
857,Maruti Suzuki,1st,"T Nagar, Chennai, Tamil Nadu",Swift,2011-2014 ZDi,Diesel,2013,Manual,"90,000 km","₹ 4,75,000"
858,Hyundai,3rd,"T Nagar, Chennai, Tamil Nadu",i10,Magna,Petrol,2008,Manual,"72,000 km","₹ 2,15,000"
859,Chevrolet,1st,"Yogi Dhara Society, Surat, Gujarat",Beat,LT,CNG & Hybrids,2010,Manual,"87,000 km","₹ 1,90,000"
861,Hyundai,1st,"Thane West, Thane, Maharashtra",i10,1.2 Kappa SPORTZ,Petrol,2009,Manual,"47,000 km","₹ 1,75,000"
862,Hyundai,1st,"Connaught Place, Delhi, Delhi",Creta,1.6 E Plus,Petrol,2018,Manual,"14,000 km","₹ 9,30,000"
863,Honda,2nd,"Govandi, Mumbai, Maharashtra",City,2008-2011 1.5 S AT,CNG & Hybrids,2009,Manual,"100,000 km","₹ 2,30,000"
864,Mahindra,1st,"Dhumwalia Mohallah, Bagaha, Bihar",Others,Others,Diesel,2003,Manual,"50,000 km","₹ 1,30,000"
865,Tata,3rd,"Krupakar, Kurnool, Andhra Pradesh",Indica,LSI,Diesel,2009,Automatic,"250,000 km","₹ 1,20,000"
866,Toyota,1st,"Kashimira, Mumbai, Maharashtra",Innova Crysta,2.8Z Automatic,Diesel,2016,Automatic,"45,000 km","₹ 16,80,000"
867,Tata,2nd,"Gumtala Suburban, Amritsar, Punjab",Indigo,LS,Diesel,2006,Manual,"129,000 km","₹ 70,000"
869,Audi,1st,"Ashok Vihar, Delhi, Delhi",Q3,35 TDI Premium Plus,Diesel,2019,Automatic,"3,100 km","₹ 32,00,000"
870,Hyundai,2nd,"Paschim Vihar, Delhi, Delhi",i20,2009-2011 Magna,Petrol,2009,Manual,"47,000 km","₹ 1,80,000"
872,Hyundai,2nd,"Khandrai Part, Gohana, Haryana",Santro,Others,CNG & Hybrids,2006,Manual,"85,000 km","₹ 55,000"
873,Renault,1st,"Radheyshyam Vihar, Muradnagar, Uttar Pradesh",KWID,1.0 RXT,Petrol,2018,Manual,"29,000 km","₹ 2,60,000"
874,Mahindra,2nd,"Salem East Old, Salem, Tamil Nadu",XUV500,W4,Diesel,2014,Manual,"88,000 km","₹ 6,78,000"
875,Tata,4+,"Muthyalpet, Mulbagal, Karnataka",Sumo,SE Plus,Diesel,2005,Manual,"180,000 km","₹ 1,65,000"
876,Maruti Suzuki,1st,"Pawan Bihar Colony, Bareilly, Uttar Pradesh",Ertiga,SHVS VDI,Diesel,2017,Manual,"105,000 km","₹ 7,50,000"
877,Maruti Suzuki,1st,"Pitampura, Delhi, Delhi",Baleno,1.2 Zeta,Diesel,2016,Manual,"55,000 km","₹ 5,30,000"
878,Chevrolet,1st,"Kuruppampady, Perumbavoor, Kerala",Beat,LS,Petrol,2011,Manual,"56,000 km","₹ 1,50,000"
879,Maruti Suzuki,1st,"Industrial Area Dinanagar, Dinanagar, Punjab",Alto 800,LXI,Petrol,2019,Manual,"16,355 km","₹ 3,45,000"
880,Mahindra,1st,"Vaishali Nagar, Jaipur, Rajasthan",Scorpio,S6 Plus,Diesel,2018,Manual,"37,000 km","₹ 12,50,000"
881,Toyota,1st,"Ashok Vihar, Delhi, Delhi",Innova Crysta,2.8 GX AT,Diesel,2017,Automatic,"58,000 km","₹ 17,00,000"
882,Honda,1st,"Siri Puram, Visakhapatnam, Andhra Pradesh",Jazz,1.5 SV i DTEC,Diesel,2016,Manual,"92,000 km","₹ 5,90,000"
883,Maruti Suzuki,1st,"IOC Siliguri Colony, Siliguri, West Bengal",Alto 800,2012-2016 LXI,Petrol,2017,Automatic,"10,585 km","₹ 49,999"
884,Maruti Suzuki,1st,"Sanjay Ghadhi Nagar, Kota, Rajasthan",Alto 800,LXI,Petrol,2017,Manual,"56,000 km","₹ 2,75,000"
885,Tata,1st,"Nakkar Khana, Bhopal, Madhya Pradesh",Indigo Ecs,eCS LS TDI,Diesel,2014,Manual,"150,000 km","₹ 3,00,000"
886,Chevrolet,3rd,"Cherthala North, Cherthala, Kerala",Beat,2010-2013 Diesel,Diesel,2012,Manual,"82,000 km","₹ 1,35,000"
887,Hyundai,3rd,"Power Grid Colony, Malerkotla, Punjab",Verna,2010-2011 Transform CRDi VGT SX ABS,Diesel,2010,Manual,"167,000 km","₹ 2,35,000"
888,Maruti Suzuki,4th,"Vishrambag, Sangli (-Miraj), Maharashtra",Ritz,VDi,Diesel,2009,Manual,"105,000 km","₹ 2,45,000"
889,Mahindra,2nd,"Sector 16, Faridabad, Haryana",XUV500,2011-2015 W8-2WD,Diesel,2015,Manual,"65,000 km","₹ 7,35,000"
